R1v,Gi0/2
R3v,Gi0/2
AC3v,Gi1/0
AC3v,Gi1/2
AC3v,Gi1/3
AC2v,Gi0/2
AC2v,Gi1/0
AC2v,Gi1/2
AC2v,Gi1/3
AC1v,Gi1/1
AC1v,Gi1/2
AC1v,Gi1/3
R4v,Gi0/2
D1v,Gi1/2
D1v,Gi1/3
AC4v,Gi1/1
AC4v,Gi1/2
AC4v,Gi1/3
R2v,Gi0/2
D2v,Gi1/2
D2v,Gi1/3
